record_id,claim_text,claim_text_normalized,model_text,rating,verdict_text,rating_label,publisher,review_url,review_url_normalized,language,review_date,source_keyword,collected_at,source_tool,raw_source_file,raw_row_index
f45465133b9062ad,"A Anvisa mandou recolher produtos da marca Ypê com base em acusações sem provas e por motivação política, já que diretores da empresa doaram R$ 1 milhão para a campanha de Jair Bolsonaro em 2022.",a anvisa mandou recolher produtos da marca ype com base em acusacoes sem provas e por motivacao politica ja que diretores da empresa doaram r 1 milhao para a campanha de jair bolsonaro em 2022,A ANVISA MANDOU RECOLHER PRODUTOS DA MARCA YPE COM BASE EM ACUSACOES SEM PROVAS E POR MOTIVACAO POLITICA JA QUE DIRETORES DA EMPRESA DOARAM R 1 MILHAO PARA A CAMPANHA DE JAIR BOLSONARO EM 2022,ENGANOSO,ENGANOSO,mixed,Estadão,https://estadao.com.br/estadao-verifica/videos-enganam-motivacao-politica-inspecao-anvisa-fabrica-ype,https://estadao.com.br/estadao-verifica/videos-enganam-motivacao-politica-inspecao-anvisa-fabrica-ype,pt,2026-12-05,bolsonaro,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_bolsonaro.csv,12
2138777ae9183a90,A apresentadora afirma que o presidente Luiz Inácio Lula da Silva (PT) teria ficado incomodado com comentários do papa Leão 14 sobre ele.,a apresentadora afirma que o presidente luiz inacio lula da silva pt teria ficado incomodado com comentarios do papa leao 14 sobre ele,A APRESENTADORA AFIRMA QUE O PRESIDENTE LUIZ INACIO LULA DA SILVA PT TERIA FICADO INCOMODADO COM COMENTARIOS DO PAPA LEAO 14 SOBRE ELE,FALSO,FALSO,false,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/05/22/video-usa-ia-para-simular-critica-do-papa-a-lula-no-jornal-nacional.htm,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/05/22/video-usa-ia-para-simular-critica-do-papa-a-lula-no-jornal-nacional.htm,pt,2025-05-22,pt,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_pt.csv,17
fbd0f4607fc8d417,"A apuração tem que ser pública. Se é numa sala-cofre [a apuração das eleições], não é pública",a apuracao tem que ser publica se e numa sala cofre a apuracao das eleicoes nao e publica,A APURACAO TEM QUE SER PUBLICA SE E NUMA SALA COFRE A APURACAO DAS ELEICOES NAO E PUBLICA,FALSO,FALSO,false,Aos Fatos,https://aosfatos.org/noticias/bolsonaro-no-flow,https://aosfatos.org/noticias/bolsonaro-no-flow,pt,2022-08-08,voto impresso simone tebet,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_voto_impresso_simone_tebet.csv,7
8a2ded1b88630920,A China acaba de aniquilar o principal plano de Trump!,a china acaba de aniquilar o principal plano de trump,A CHINA ACABA DE ANIQUILAR O PRINCIPAL PLANO DE TRUMP,FALSO,FALSO,false,AFP Checamos,https://checamos.afp.com/doc.afp.com.73C99KG,https://checamos.afp.com/doc.afp.com.73C99KG,pt,2025-03-09,lula,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_lula.csv,185
e5a4ac606bc427ef,A cura é oficial de acordo médicos infectologistas e imunologistas,a cura e oficial de acordo medicos infectologistas e imunologistas,A CURA E OFICIAL DE ACORDO MEDICOS INFECTOLOGISTAS E IMUNOLOGISTAS,"ENGANOSO: O ÁUDIO FOI REALMENTE GRAVADO POR ROBERTO ZEBALLOS. PORÉM, AO COMENTAR SOBRE TRATAMENTO PARA A COVID-19, O MÉDICO AFIRMA A OUTRO PROFISSIONAL QUE O CORONAVÍRUS “VEIO DE UM LABORATÓRIO DE WUHAN”. NO ENTANTO, NÃO HÁ EVIDÊNCIAS DISSO E UM ESTUDO PUBLICADO PELA NATURE MEDICINE DESCARTA A HIPÓTESE.","ENGANOSO: O ÁUDIO FOI REALMENTE GRAVADO POR ROBERTO ZEBALLOS. PORÉM, AO COMENTAR SOBRE TRATAMENTO PARA A COVID-19, O MÉDICO AFIRMA A OUTRO PROFISSIONAL QUE O CORONAVÍRUS “VEIO DE UM LABORATÓRIO DE WUHAN”. NO ENTANTO, NÃO HÁ EVIDÊNCIAS DISSO E UM ESTUDO PUBLICADO PELA NATURE MEDICINE DESCARTA A HIPÓTESE.",mixed,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/audio-de-medico-e-verdadeiro-mas-opiniao-sobre-origem-do-coronavirus-nao-tem-respaldo-cientifico,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/audio-de-medico-e-verdadeiro-mas-opiniao-sobre-origem-do-coronavirus-nao-tem-respaldo-cientifico,pt,2020-05-05,verdadeiro,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_verdadeiro.csv,9
cb47afa921be7a66,"A economia está parada há 11 anos, oito de PT e três de Bolsonaro.",a economia esta parada ha 11 anos oito de pt e tres de bolsonaro,A ECONOMIA ESTA PARADA HA 11 ANOS OITO DE PT E TRES DE BOLSONARO,NÃO_É_BEM_ASSIM,NÃO_É_BEM_ASSIM,mixed,Aos Fatos,https://aosfatos.org/noticias/checamos-lula-bolsonaro-ciro-tebet-programa-ratinho,https://aosfatos.org/noticias/checamos-lula-bolsonaro-ciro-tebet-programa-ratinho,pt,2022-09-23,pt,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_pt.csv,224
7f83a6d21ced6aca,"A empresa de tecnologia Positivo, vencedora de licitação para produzir urnas eletrônicas, foi comprada pela chinesa Lenovo",a empresa de tecnologia positivo vencedora de licitacao para produzir urnas eletronicas foi comprada pela chinesa lenovo,A EMPRESA DE TECNOLOGIA POSITIVO VENCEDORA DE LICITACAO PARA PRODUZIR URNAS ELETRONICAS FOI COMPRADA PELA CHINESA LENOVO,FALSO,FALSO,false,AFP Checamos,https://checamos.afp.com/escolhida-para-produzir-urnas-eletronicas-positivo-nao-foi-comprada-pela-chinesa-lenovo,https://checamos.afp.com/escolhida-para-produzir-urnas-eletronicas-positivo-nao-foi-comprada-pela-chinesa-lenovo,pt,2020-07-29,urna,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_urna.csv,133
01668fde7b921f0a,"A governadora do PT Fátima Bezerra inaugurou um cano... Isso mesmo, UM CANO! 'Teje entregue!'",a governadora do pt fatima bezerra inaugurou um cano isso mesmo um cano teje entregue,A GOVERNADORA DO PT FATIMA BEZERRA INAUGUROU UM CANO ISSO MESMO UM CANO TEJE ENTREGUE,DISTORCIDO,DISTORCIDO,mixed,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/07/11/obra-hidrica-entregue-por-fatima-bezerra.htm,https://noticias.uol.com.br/confere/ultimas-noticias/2025/07/11/obra-hidrica-entregue-por-fatima-bezerra.htm,pt,2025-11-07,pt,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_pt.csv,15
1102e39aef1a5b87,"A IMAGEM mostra o código fonte quebrado. Ela contém todas as informações, eleitor por eleitor. Quando votou, onde votou e, na última coluna (que não aparece), em quem votou. Todas essas informações estão, repito, contidas no CF, ora rompido. A se confirma: 17,5 na escala richter.",a imagem mostra o codigo fonte quebrado ela contem todas as informacoes eleitor por eleitor quando votou onde votou e na ultima coluna que nao aparece em quem votou todas essas informacoes estao repito contidas no cf ora rompido a se confirma 17 5 na escala richter,A IMAGEM MOSTRA O CODIGO FONTE QUEBRADO ELA CONTEM TODAS AS INFORMACOES ELEITOR POR ELEITOR QUANDO VOTOU ONDE VOTOU E NA ULTIMA COLUNA QUE NAO APARECE EM QUEM VOTOU TODAS ESSAS INFORMACOES ESTAO REPITO CONTIDAS NO CF ORA ROMPIDO A SE CONFIRMA 17 5 NA ESCALA RICHTER,FALSO,FALSO,false,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/08/22/codigo-urna-nao-revela-voto.htm,https://noticias.uol.com.br/confere/ultimas-noticias/2024/08/22/codigo-urna-nao-revela-voto.htm,pt,2024-08-22,urna,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_urna.csv,67
01907a7a66257d82,a informação de que quatro deputados federais da bancada do Distrito Federal votaram contra ou se ausentaram da votação da Proposta de Emenda à Constituição (PEC) que visava estabelecer a adoção do voto impresso no país.,a informacao de que quatro deputados federais da bancada do distrito federal votaram contra ou se ausentaram da votacao da proposta de emenda a constituicao pec que visava estabelecer a adocao do voto impresso no pais,A INFORMACAO DE QUE QUATRO DEPUTADOS FEDERAIS DA BANCADA DO DISTRITO FEDERAL VOTARAM CONTRA OU SE AUSENTARAM DA VOTACAO DA PROPOSTA DE EMENDA A CONSTITUICAO PEC QUE VISAVA ESTABELECER A ADOCAO DO VOTO IMPRESSO NO PAIS,VERDADEIRO,VERDADEIRO,true,Metrópoles,https://metropoles.com/distrito-federal/e-verdadeiro-que-quatro-deputados-do-df-votaram-contra-o-voto-impresso,https://metropoles.com/distrito-federal/e-verdadeiro-que-quatro-deputados-do-df-votaram-contra-o-voto-impresso,pt,2022-09-15,voto impresso | voto impresso deputados distrito federal,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_voto_impresso.csv | query_voto_impresso_deputados_distrito_federal.csv,13 | 0
bb31cb53f129969d,A iniciativa de convocar novas eleições gerais cabe exclusivamente à presidenta Dilma.,a iniciativa de convocar novas eleicoes gerais cabe exclusivamente a presidenta dilma,A INICIATIVA DE CONVOCAR NOVAS ELEICOES GERAIS CABE EXCLUSIVAMENTE A PRESIDENTA DILMA,FALSO,FALSO,false,Aos Fatos,https://aosfatos.org/noticias/presidentes-da-republica-nao-tem-competencia-para-convocar-novas-eleicoes,https://aosfatos.org/noticias/presidentes-da-republica-nao-tem-competencia-para-convocar-novas-eleicoes,pt,2016-07-04,eleição,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_eleicao.csv,239
8fd0fc729dc87b41,A intervenção da CIA e Biden nas eleições brasileiras 2022 Governo americano acusa Mourão de traição!,a intervencao da cia e biden nas eleicoes brasileiras 2022 governo americano acusa mourao de traicao,A INTERVENCAO DA CIA E BIDEN NAS ELEICOES BRASILEIRAS 2022 GOVERNO AMERICANO ACUSA MOURAO DE TRAICAO,FALSO,FALSO,false,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/10/16/falso-ana-priscila-azevedo-nao-condenada-mourao-informante-cia.htm,https://noticias.uol.com.br/confere/ultimas-noticias/2025/10/16/falso-ana-priscila-azevedo-nao-condenada-mourao-informante-cia.htm,pt,2025-10-16,eleição,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_eleicao.csv,27
7856d5cedc37673e,[A jornalista da Folha Patrícia Campos Mello] procurou Hans para fazer matéria acusando Jair Bolsonaro de fazer disparos em massa de WhatsApp durante a eleição de maneira irregular.,a jornalista da folha patricia campos mello procurou hans para fazer materia acusando jair bolsonaro de fazer disparos em massa de whatsapp durante a eleicao de maneira irregular,A JORNALISTA DA FOLHA PATRICIA CAMPOS MELLO PROCUROU HANS PARA FAZER MATERIA ACUSANDO JAIR BOLSONARO DE FAZER DISPAROS EM MASSA DE WHATSAPP DURANTE A ELEICAO DE MANEIRA IRREGULAR,FALSO,FALSO,false,Aos Fatos,https://aosfatos.org/noticias/eduardo-bolsonaro-difunde-e-amplifica-informacoes-falsas-para-atacar-jornalista-da-folha,https://aosfatos.org/noticias/eduardo-bolsonaro-difunde-e-amplifica-informacoes-falsas-para-atacar-jornalista-da-folha,pt,2020-12-02,eleição,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_eleicao.csv,219
0e4356b6f9a6f3bc,A maior parte do salário dos profissionais cubanos era destinada ao governo de Cuba.,a maior parte do salario dos profissionais cubanos era destinada ao governo de cuba,A MAIOR PARTE DO SALARIO DOS PROFISSIONAIS CUBANOS ERA DESTINADA AO GOVERNO DE CUBA,VERDADEIRO,VERDADEIRO,true,Aos Fatos,https://aosfatos.org/noticias/o-que-e-falso-e-o-que-e-verdadeiro-sobre-o-programa-mais-medicos,https://aosfatos.org/noticias/o-que-e-falso-e-o-que-e-verdadeiro-sobre-o-programa-mais-medicos,pt,2025-08-14,verdadeiro,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_verdadeiro.csv,14
312d7d541f91c64d,A MAIOR REVIRAVOLTA DA HISTÓRIA! BOULOS CASSADO MARÇAL ASSUME SEGUNDO TURNO COM RICARDO NUNES MUDOU,a maior reviravolta da historia boulos cassado marcal assume segundo turno com ricardo nunes mudou,A MAIOR REVIRAVOLTA DA HISTORIA BOULOS CASSADO MARCAL ASSUME SEGUNDO TURNO COM RICARDO NUNES MUDOU,FALSO,FALSO,false,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/10/08/falso-justica-cassa-guilherme-boulos-marcal-segundo-turno.htm,https://noticias.uol.com.br/confere/ultimas-noticias/2024/10/08/falso-justica-cassa-guilherme-boulos-marcal-segundo-turno.htm,pt,2024-08-10,segundo turno,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_segundo_turno.csv,10
e7b67a7645849074,"A mando de Flávio Dino, ônibus doados por Jair Bolsonaro foram incendiados",a mando de flavio dino onibus doados por jair bolsonaro foram incendiados,A MANDO DE FLAVIO DINO ONIBUS DOADOS POR JAIR BOLSONARO FORAM INCENDIADOS,FALSO,FALSO,false,AFP Checamos,https://checamos.afp.com/doc.afp.com.336H3G2,https://checamos.afp.com/doc.afp.com.336H3G2,pt,2023-04-01,bolsonaro,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_bolsonaro.csv,240
688ee9ce120e590f,"A Microsoft anunciou planos para desativar os computadores das pessoas que partilham conteúdos ""não convencionais"" em linha, numa tentativa de combater a chamada ""desinformação"" no período que antecede as eleições de 2024.",a microsoft anunciou planos para desativar os computadores das pessoas que partilham conteudos nao convencionais em linha numa tentativa de combater a chamada desinformacao no periodo que antecede as eleicoes de 2024,A MICROSOFT ANUNCIOU PLANOS PARA DESATIVAR OS COMPUTADORES DAS PESSOAS QUE PARTILHAM CONTEUDOS NAO CONVENCIONAIS EM LINHA NUMA TENTATIVA DE COMBATER A CHAMADA DESINFORMACAO NO PERIODO QUE ANTECEDE AS ELEICOES DE 2024,ERRADO,ERRADO,false,Observador,https://observador.pt/factchecks/fact-check-microsoft-ameaca-bloquear-computadores-usados-para-partilhar-informacoes-falsas,https://observador.pt/factchecks/fact-check-microsoft-ameaca-bloquear-computadores-usados-para-partilhar-informacoes-falsas,pt,2024-03-20,eleição,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_eleicao.csv,93
ff2644674895f681,"""(...) a nossa taxa de cobertura da atenção primária deu um salto histórico. Passou de 3,5% [em 2009] para 70% [em 2016].""",a nossa taxa de cobertura da atencao primaria deu um salto historico passou de 3 5 em 2009 para 70 em 2016,A NOSSA TAXA DE COBERTURA DA ATENCAO PRIMARIA DEU UM SALTO HISTORICO PASSOU DE 3 5 EM 2009 PARA 70 EM 2016,NÃO_É_BEM_ASSIM,NÃO_É_BEM_ASSIM,mixed,Aos Fatos,https://aosfatos.org/noticias/checamos-campanha-eduardo-paes-reeleito-prefeito-rio,https://aosfatos.org/noticias/checamos-campanha-eduardo-paes-reeleito-prefeito-rio,pt,2024-06-10,campanha,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_campanha.csv,21
db8a06f73143c9b5,"A pedido do PT, Justiça proibiu o plantio de soja em Mato Grosso até dezembro, prejudicando os produtores. MST vai fiscalizar o agronegócio caso Lula seja eleito.",a pedido do pt justica proibiu o plantio de soja em mato grosso ate dezembro prejudicando os produtores mst vai fiscalizar o agronegocio caso lula seja eleito,A PEDIDO DO PT JUSTICA PROIBIU O PLANTIO DE SOJA EM MATO GROSSO ATE DEZEMBRO PREJUDICANDO OS PRODUTORES MST VAI FISCALIZAR O AGRONEGOCIO CASO LULA SEJA ELEITO,"ENGANOSO: PEDIDO FOI PARA QUE O PLANTIO SEJA MANTIDO ATÉ O FIM DO ANO, EM VEZ DE ATÉ FEVEREIRO DE 2023, COM A MOTIVAÇÃO DE EVITAR A PROLIFERAÇÃO DA “FERRUGEM ASIÁTICA”","ENGANOSO: PEDIDO FOI PARA QUE O PLANTIO SEJA MANTIDO ATÉ O FIM DO ANO, EM VEZ DE ATÉ FEVEREIRO DE 2023, COM A MOTIVAÇÃO DE EVITAR A PROLIFERAÇÃO DA “FERRUGEM ASIÁTICA”",mixed,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/video-engana-ao-atribuir-ao-pt-proibicao-de-plantio-de-soja-no-mato-grosso,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/video-engana-ao-atribuir-ao-pt-proibicao-de-plantio-de-soja-no-mato-grosso,pt,2022-09-22,eleição | pt,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_eleicao.csv | query_pt.csv,190 | 134
5f449bff2457c929,"A pedido do PT, STF decide que quem não quitar dívidas não poderá mais dirigir e nem sair do país",a pedido do pt stf decide que quem nao quitar dividas nao podera mais dirigir e nem sair do pais,A PEDIDO DO PT STF DECIDE QUE QUEM NAO QUITAR DIVIDAS NAO PODERA MAIS DIRIGIR E NEM SAIR DO PAIS,FALSO,FALSO,false,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/02/22/e-falso-que-pt-pediu-ao-stf-retirada-de-cnh-e-passaporte-de-inadimplentes.htm,https://noticias.uol.com.br/confere/ultimas-noticias/2023/02/22/e-falso-que-pt-pediu-ao-stf-retirada-de-cnh-e-passaporte-de-inadimplentes.htm,pt,2023-02-22,pt,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_pt.csv,129
0bca44db06aad1ca,"A pedido do PT, STF decide que quem não quitar dúvidas não poderá mais dirigir e nem sair do país",a pedido do pt stf decide que quem nao quitar duvidas nao podera mais dirigir e nem sair do pais,A PEDIDO DO PT STF DECIDE QUE QUEM NAO QUITAR DUVIDAS NAO PODERA MAIS DIRIGIR E NEM SAIR DO PAIS,ENGANOSO,ENGANOSO,mixed,Estadão,https://estadao.com.br/estadao-verifica/pt-pediu-cancelamento-cnh-passaporte-endividados,https://estadao.com.br/estadao-verifica/pt-pediu-cancelamento-cnh-passaporte-endividados,pt,2023-02-22,pt,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_pt.csv,149
f79bbe8937f5b2ee,"""A pedofilia será legalizada nos Estados Unidos se Kamala Harris vencer as eleições. Seu companheiro de chapa, Tim Walz, manifestou apoio à pedofilia e sua descriminalização""",a pedofilia sera legalizada nos estados unidos se kamala harris vencer as eleicoes seu companheiro de chapa tim walz manifestou apoio a pedofilia e sua descriminalizacao,A PEDOFILIA SERA LEGALIZADA NOS ESTADOS UNIDOS SE KAMALA HARRIS VENCER AS ELEICOES SEU COMPANHEIRO DE CHAPA TIM WALZ MANIFESTOU APOIO A PEDOFILIA E SUA DESCRIMINALIZACAO,ERRADO,ERRADO,false,Observador,https://observador.pt/factchecks/fact-check-kamala-harris-prometeu-a-descriminalizacao-da-pedofilia-caso-seja-eleita-presidente-dos-eua,https://observador.pt/factchecks/fact-check-kamala-harris-prometeu-a-descriminalizacao-da-pedofilia-caso-seja-eleita-presidente-dos-eua,pt,2024-08-27,eleição,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_eleicao.csv,66
9bc896c54e70ca66,"A pequena Maria sofre todos os dias com dores intensas causadas por uma doença rara na pele chamada Epidermólise Bolhosa, que forma bolhas e provoca a perda de até 80% da pele. Ela precisa de remédios para dor diariamente ? sem eles, não consegue suportar o sofrimento. Sua doação vai ajudar a garantir que Maria nunca fique sem os remédios que aliviam suas dores.",a pequena maria sofre todos os dias com dores intensas causadas por uma doenca rara na pele chamada epidermolise bolhosa que forma bolhas e provoca a perda de ate 80 da pele ela precisa de remedios para dor diariamente sem eles nao consegue suportar o sofrimento sua doacao vai ajudar a garantir que maria nunca fique sem os remedios que aliviam suas dores,A PEQUENA MARIA SOFRE TODOS OS DIAS COM DORES INTENSAS CAUSADAS POR UMA DOENCA RARA NA PELE CHAMADA EPIDERMOLISE BOLHOSA QUE FORMA BOLHAS E PROVOCA A PERDA DE ATE 80 DA PELE ELA PRECISA DE REMEDIOS PARA DOR DIARIAMENTE SEM ELES NAO CONSEGUE SUPORTAR O SOFRIMENTO SUA DOACAO VAI AJUDAR A GARANTIR QUE MARIA NUNCA FIQUE SEM OS REMEDIOS QUE ALIVIAM SUAS DORES,FALSO,FALSO,false,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/05/08/bispo-campanha-doacao-maria-eduarda-falso.htm,https://noticias.uol.com.br/confere/ultimas-noticias/2025/05/08/bispo-campanha-doacao-maria-eduarda-falso.htm,pt,2025-08-05,campanha,2026-06-03T00:40:15.355960+00:00,factcheckexplorer,query_campanha.csv,35
